Id,Loc,Ref,DeliveryDate,Quantity,Received,NetAmount,Supplier,PONumber,Date,Currency
10099950/New-York,New-York,10099950,18-11-15,20,20,661.200028,Logipro,PO-200025,24-09-15,USD
10099950/New-York,New-York,10099950,1/1/2001,60,0,1983.600084,Logipro,PO-EE-BO-Scranton,30-10-15,USD
10099950/New-York,New-York,10099950,12/4/2016,40,40,1322.400056,Logipro,PO-200113,20-01-16,USD
10099950/New-York,New-York,10099950,1/1/2001,40,0,1322.400056,Logipro,PO-200297,19-10-16,USD
16401974/New-York,New-York,16401974,5/10/2015,16,16,623.8400272,Office First,PO-200011,12/8/2015,GBP
16401974/New-York,New-York,16401974,29-10-15,6,6,233.9400102,Office First,PO-200023,15-09-15,GBP
16401974/New-York,New-York,16401974,20-01-16,20,20,779.800034,Office First,PO-200051,12/11/2015,GBP
16401974/New-York,New-York,16401974,18-01-16,20,20,779.800034,Office First,PO-200059,18-11-15,GBP
16401974/New-York,New-York,16401974,9/2/2016,12,12,467.8800204,Office First,PO-200072,3/12/2015,GBP
16401974/New-York,New-York,16401974,9/6/2016,2,2,77.9800034,Office First,PO-200190,13-04-16,GBP
16401974/New-York,New-York,16401974,26-07-16,38,38,1481.620065,Office First,PO-200204,12/5/2016,GBP
16401974/New-York,New-York,16401974,1/1/2001,12,0,467.8800204,Office First,PO-200278,8/9/2016,GBP
16401974/New-York,New-York,16401974,1/1/2001,18,0,701.8200306,Office First,PO-200302,26-10-16,GBP
11914966/New-York,New-York,11914966,5/8/2015,20,20,570.200004,Office First,102197,27-05-15,USD
11914966/New-York,New-York,11914966,5/10/2015,40,40,1140.400008,Office First,PO-200009,3/8/2015,USD
11914966/New-York,New-York,11914966,30-10-15,40,40,1140.400008,Office First,PO-200019,9/9/2015,USD
11914966/New-York,New-York,11914966,11/11/2015,40,40,1140.400008,Office First,PO-200024,22-09-15,USD
11914966/New-York,New-York,11914966,6/1/2016,20,20,570.200004,Office First,PO-200038,29-10-15,USD
11914966/New-York,New-York,11914966,1/1/2001,32,0,912.3200064,Office First,PO-EE-BO-Scranton,30-10-15,USD
11914966/New-York,New-York,11914966,18-02-16,20,20,570.200004,Office First,PO-200083,15-12-15,USD
11914966/New-York,New-York,11914966,17-06-16,50,50,1425.50001,Office First,PO-200191,19-04-16,USD
11914966/New-York,New-York,11914966,23-06-16,30,30,855.300006,Office First,PO-200198,26-04-16,USD
14895172/New-York,New-York,14895172,29-10-15,12,12,349.2000048,Logipro,PO-200023,15-09-15,GBP
14895172/New-York,New-York,14895172,31-12-15,28,28,814.8000112,Logipro,PO-200034,22-10-15,GBP
14895172/New-York,New-York,14895172,26-05-16,20,20,582.000008,Logipro,PO-200174,29-03-16,GBP
15416092/New-York,New-York,15416092,5/10/2015,28,28,620.1999888,RRD,PO-200006,3/8/2015,EUR
15416092/New-York,New-York,15416092,5/10/2015,24,24,531.5999904,RRD,PO-200010,5/8/2015,EUR
15416092/New-York,New-York,15416092,20-01-16,40,40,885.999984,RRD,PO-200051,12/11/2015,EUR
15416092/New-York,New-York,15416092,20-05-16,20,20,442.999992,RRD,PO-200096,4/1/2016,EUR
15416092/New-York,New-York,15416092,26-07-16,60,60,1328.999976,RRD,PO-200212,25-05-16,EUR
15416092/New-York,New-York,15416092,1/1/2001,60,0,1328.999976,RRD,PO-200253,4/8/2016,EUR
15416092/New-York,New-York,15416092,1/1/2001,80,0,1771.999968,RRD,PO-200302,26-10-16,EUR
12409642/New-York,New-York,12409642,9/10/2015,20,20,941.200028,Office First,PO-200015,25-08-15,GBP
12409642/New-York,New-York,12409642,7/12/2015,60,60,2823.600084,Office First,PO-200030,12/10/2015,GBP
12409642/New-York,New-York,12409642,6/1/2016,20,20,941.200028,Office First,PO-200038,29-10-15,GBP
12409642/New-York,New-York,12409642,9/6/2016,60,60,2823.600084,Office First,PO-200190,13-04-16,GBP
12409642/New-York,New-York,12409642,17-06-16,20,20,941.200028,Office First,PO-200191,19-04-16,GBP
12409642/New-York,New-York,12409642,5/8/2016,2,2,94.1200028,Office First,PO-200246,28-07-16,GBP
12409642/New-York,New-York,12409642,1/1/2001,60,0,2823.600084,Office First,PO-200273,25-08-16,GBP
12409642/New-York,New-York,12409642,27-10-16,60,0,2823.600084,Office First,PO-200275,31-08-16,GBP
12409642/New-York,New-York,12409642,1/1/2001,12,0,564.7200168,Office First,PO-200302,26-10-16,GBP
11906239/New-York,New-York,11906239,5/8/2015,35,35,1096.549997,Drecom,102197,27-05-15,GBP
11906239/New-York,New-York,11906239,5/10/2015,100,100,3132.99999,Drecom,PO-200012,14-08-15,GBP
11906239/New-York,New-York,11906239,9/2/2016,100,100,3132.99999,Drecom,PO-200072,3/12/2015,GBP
11906239/New-York,New-York,11906239,5/4/2016,100,100,3132.99999,Drecom,PO-200112,20-01-16,GBP
11906239/New-York,New-York,11906239,26-05-16,100,100,3132.99999,Drecom,PO-200174,29-03-16,GBP
11906239/New-York,New-York,11906239,1/1/2001,70,0,2193.099993,Drecom,PO-200289,28-09-16,GBP
11929369/New-York,New-York,11929369,12/4/2016,60,60,531.0000228,Logipro,PO-200113,20-01-16,GBP
11635178/New-York,New-York,11635178,26-05-16,36,36,336.6000137,Drecom,PO-200174,29-03-16,EUR
13934616/New-York,New-York,13934616,7/6/2016,36,36,336.6000137,Drecom,PO-200181,6/4/2016,GBP
14113811/New-York,New-York,14113811,26-10-15,18,18,426.9599874,Drecom,PO-200018,1/9/2015,GBP
14113811/New-York,New-York,14113811,18-02-16,12,12,284.6399916,Drecom,PO-200083,15-12-15,GBP
14113811/New-York,New-York,14113811,12/4/2016,24,24,569.2799832,Drecom,PO-200113,20-01-16,GBP
14113811/New-York,New-York,14113811,19-10-16,36,0,853.9199748,Drecom,PO-200273,25-08-16,GBP
14262733/New-York,New-York,14262733,5/10/2015,24,24,519.3599856,Drecom,PO-200013,18-08-15,GBP
14262733/New-York,New-York,14262733,29-10-15,60,60,1298.399964,Drecom,PO-200022,11/9/2015,GBP
14262733/New-York,New-York,14262733,18-11-15,36,36,779.0399784,Drecom,PO-200025,24-09-15,GBP
14262733/New-York,New-York,14262733,7/12/2015,4,4,86.5599976,Drecom,PO-200030,12/10/2015,GBP
14262733/New-York,New-York,14262733,25-04-16,48,48,1038.719971,Drecom,PO-200130,8/2/2016,GBP
14262733/New-York,New-York,14262733,11/8/2016,40,40,865.599976,Drecom,PO-200230,21-06-16,GBP
14262733/New-York,New-York,14262733,29-08-16,40,40,865.599976,Drecom,PO-200232,30-06-16,GBP
14262733/New-York,New-York,14262733,1/1/2001,12,0,259.6799928,Drecom,PO-200293,4/10/2016,GBP
14245992/New-York,New-York,14245992,26-10-15,12,12,145.5600012,Drecom,PO-200017,31-08-15,USD
14245992/New-York,New-York,14245992,29-10-15,18,18,218.3400018,Drecom,PO-200023,15-09-15,USD
14245992/New-York,New-York,14245992,12/4/2016,24,24,291.1200024,Drecom,PO-200126,28-01-16,USD
14245992/New-York,New-York,14245992,23-06-16,18,18,218.3400018,Drecom,PO-200198,26-04-16,USD
14245992/New-York,New-York,14245992,1/8/2016,12,12,145.5600012,Drecom,PO-200215,2/6/2016,USD
14245992/New-York,New-York,14245992,27-10-16,6,0,72.7800006,Drecom,PO-200275,31-08-16,USD
14245992/New-York,New-York,14245992,1/1/2001,12,0,145.5600012,Drecom,PO-200287,22-09-16,USD
12918171/New-York,New-York,12918171,12/4/2016,10,10,48.4000015,Drecom,PO-200104,12/1/2016,EUR
12401265/New-York,New-York,12401265,12/4/2016,10,10,48.4000015,Drecom,PO-200113,20-01-16,GBP
15410849/New-York,New-York,15410849,5/8/2015,16,16,938.2399904,RRD,102197,27-05-15,USD
15410849/New-York,New-York,15410849,5/10/2015,40,40,2345.599976,RRD,PO-200011,12/8/2015,USD
15410849/New-York,New-York,15410849,9/10/2015,30,30,1759.199982,RRD,PO-200015,25-08-15,USD
15410849/New-York,New-York,15410849,31-12-15,20,20,1172.799988,RRD,PO-200034,22-10-15,USD
15410849/New-York,New-York,15410849,12/2/2016,80,80,4691.199952,RRD,PO-200087,17-12-15,USD
15410849/New-York,New-York,15410849,29-04-16,90,90,5277.599946,RRD,PO-200143,18-02-16,USD
15410849/New-York,New-York,15410849,11/8/2016,32,32,1876.479981,RRD,PO-200230,21-06-16,USD
15410849/New-York,New-York,15410849,6/9/2016,40,40,2345.599976,RRD,PO-200234,12/7/2016,USD
15410849/New-York,New-York,15410849,1/1/2001,30,0,1759.199982,RRD,PO-200278,8/9/2016,USD
15410849/New-York,New-York,15410849,1/1/2001,60,0,3518.399964,RRD,PO-200287,22-09-16,USD
15410849/New-York,New-York,15410849,1/1/2001,40,0,2345.599976,RRD,PO-200289,28-09-16,USD
15410849/New-York,New-York,15410849,1/1/2001,40,0,2345.599976,RRD,PO-200297,19-10-16,USD
16239251/New-York,New-York,16239251,5/10/2015,54,54,1237.139989,Drecom,PO-200013,18-08-15,GBP
16239251/New-York,New-York,16239251,12/2/2016,10,10,229.099998,Drecom,PO-200087,17-12-15,GBP
16239251/New-York,New-York,16239251,15-02-16,30,30,687.299994,Drecom,PO-200090,21-12-15,GBP
16239251/New-York,New-York,16239251,6/9/2016,60,60,1374.599988,Drecom,PO-200234,12/7/2016,GBP
16239251/New-York,New-York,16239251,1/1/2001,40,0,916.399992,Drecom,PO-200302,26-10-16,GBP
13498766/New-York,New-York,13498766,5/8/2015,36,36,666,Logipro,102197,27-05-15,EUR
13498766/New-York,New-York,13498766,5/10/2015,50,50,925,Logipro,PO-200006,3/8/2015,EUR
13498766/New-York,New-York,13498766,30-10-15,60,60,1110,Logipro,PO-200019,9/9/2015,EUR
13498766/New-York,New-York,13498766,29-10-15,60,60,1110,Logipro,PO-200023,15-09-15,EUR
13498766/New-York,New-York,13498766,31-12-15,80,80,1480,Logipro,PO-200034,22-10-15,EUR
13498766/New-York,New-York,13498766,20-01-16,40,40,740,Logipro,PO-200051,12/11/2015,EUR
13498766/New-York,New-York,13498766,18-01-16,40,40,740,Logipro,PO-200059,18-11-15,EUR
13498766/New-York,New-York,13498766,18-02-16,80,80,1480,Logipro,PO-200083,15-12-15,EUR
13498766/New-York,New-York,13498766,5/4/2016,160,160,2960,Logipro,PO-200112,20-01-16,EUR
13498766/New-York,New-York,13498766,17-06-16,40,40,740,Logipro,PO-200191,19-04-16,EUR
13498766/New-York,New-York,13498766,21-06-16,60,60,1110,Logipro,PO-200196,25-04-16,EUR
13498766/New-York,New-York,13498766,11/8/2016,80,80,1480,Logipro,PO-200229,17-06-16,EUR
13498766/New-York,New-York,13498766,19-10-16,60,0,1110,Logipro,PO-200273,25-08-16,EUR
13498766/New-York,New-York,13498766,1/1/2001,24,0,444,Logipro,PO-200293,4/10/2016,EUR
13498766/New-York,New-York,13498766,1/1/2001,100,0,1850,Logipro,PO-200296,17-10-16,EUR
10592438/New-York,New-York,10592438,5/10/2015,40,40,137.6000024,Logipro,PO-200006,3/8/2015,EUR
10592438/New-York,New-York,10592438,12/2/2016,20,20,68.8000012,Logipro,PO-200087,17-12-15,EUR
10592438/New-York,New-York,10592438,11/8/2016,20,20,68.8000012,Logipro,PO-200230,21-06-16,EUR
10592438/New-York,New-York,10592438,1/1/2001,20,0,68.8000012,Logipro,PO-200293,4/10/2016,EUR
16089695/New-York,New-York,16089695,5/10/2015,40,40,137.6000024,Logipro,PO-200006,3/8/2015,GBP
16089695/New-York,New-York,16089695,12/2/2016,20,20,68.8000012,Logipro,PO-200087,17-12-15,GBP
16089695/New-York,New-York,16089695,11/8/2016,20,20,68.8000012,Logipro,PO-200230,21-06-16,GBP
16089695/New-York,New-York,16089695,1/1/2001,20,0,68.8000012,Logipro,PO-200293,4/10/2016,GBP
15880950/New-York,New-York,15880950,5/10/2015,28,28,754.6000224,RRD,PO-200010,5/8/2015,EUR
15880950/New-York,New-York,15880950,5/10/2015,28,28,754.6000224,RRD,PO-200011,12/8/2015,EUR
15880950/New-York,New-York,15880950,9/10/2015,40,40,1078.000032,RRD,PO-200015,25-08-15,EUR
15880950/New-York,New-York,15880950,11/11/2015,24,24,646.8000192,RRD,PO-200024,22-09-15,EUR
15880950/New-York,New-York,15880950,15-01-16,20,20,539.000016,RRD,PO-200048,5/11/2015,EUR
15880950/New-York,New-York,15880950,12/2/2016,56,56,1509.200045,RRD,PO-200087,17-12-15,EUR
15880950/New-York,New-York,15880950,5/4/2016,24,24,646.8000192,RRD,PO-200112,20-01-16,EUR
15880950/New-York,New-York,15880950,25-04-16,24,24,646.8000192,RRD,PO-200130,8/2/2016,EUR
15880950/New-York,New-York,15880950,7/6/2016,20,20,539.000016,RRD,PO-200181,6/4/2016,EUR
15880950/New-York,New-York,15880950,11/8/2016,20,20,539.000016,RRD,PO-200230,21-06-16,EUR
15880950/New-York,New-York,15880950,27-10-16,20,0,539.000016,RRD,PO-200275,31-08-16,EUR
15880950/New-York,New-York,15880950,1/1/2001,20,0,539.000016,RRD,PO-200278,8/9/2016,EUR
15880950/New-York,New-York,15880950,1/1/2001,48,0,1293.600038,RRD,PO-200287,22-09-16,EUR
15880950/New-York,New-York,15880950,1/1/2001,28,0,754.6000224,RRD,PO-200289,28-09-16,EUR
14548487/New-York,New-York,14548487,5/10/2015,36,36,970.2000288,Drecom,PO-200010,5/8/2015,EUR
14548487/New-York,New-York,14548487,5/10/2015,28,28,754.6000224,Drecom,PO-200011,12/8/2015,EUR
14548487/New-York,New-York,14548487,9/10/2015,40,40,1078.000032,Drecom,PO-200015,25-08-15,EUR
14548487/New-York,New-York,14548487,11/11/2015,24,24,646.8000192,Drecom,PO-200024,22-09-15,EUR
14548487/New-York,New-York,14548487,15-01-16,20,20,539.000016,Drecom,PO-200048,5/11/2015,EUR
14548487/New-York,New-York,14548487,12/2/2016,60,60,1617.000048,Drecom,PO-200087,17-12-15,EUR
14548487/New-York,New-York,14548487,20-05-16,20,20,539.000016,Drecom,PO-200096,4/1/2016,EUR
14548487/New-York,New-York,14548487,25-04-16,24,24,646.8000192,Drecom,PO-200130,8/2/2016,EUR
14548487/New-York,New-York,14548487,7/6/2016,36,36,970.2000288,Drecom,PO-200181,6/4/2016,EUR
14548487/New-York,New-York,14548487,11/8/2016,20,20,539.000016,Drecom,PO-200230,21-06-16,EUR
14548487/New-York,New-York,14548487,27-10-16,24,0,646.8000192,Drecom,PO-200275,31-08-16,EUR
14548487/New-York,New-York,14548487,1/1/2001,20,0,539.000016,Drecom,PO-200278,8/9/2016,EUR
14548487/New-York,New-York,14548487,1/1/2001,48,0,1293.600038,Drecom,PO-200287,22-09-16,EUR
14548487/New-York,New-York,14548487,1/1/2001,28,0,754.6000224,Drecom,PO-200289,28-09-16,EUR
12753764/New-York,New-York,12753764,30-10-15,60,60,688.79997,FHL,PO-200019,9/9/2015,USD
12753764/New-York,New-York,12753764,20-01-16,60,60,688.79997,FHL,PO-200051,12/11/2015,USD
12753764/New-York,New-York,12753764,18-02-16,102,102,1170.959949,FHL,PO-200083,15-12-15,USD
12753764/New-York,New-York,12753764,25-04-16,192,192,2204.159904,FHL,PO-200130,8/2/2016,USD
12753764/New-York,New-York,12753764,25-08-16,120,120,1377.59994,FHL,PO-200146,24-02-16,USD
12753764/New-York,New-York,12753764,17-06-16,60,60,688.79997,FHL,PO-200191,19-04-16,USD
12787016/New-York,New-York,12787016,25-04-16,70,70,2783.900035,FHL,PO-200130,8/2/2016,GBP
12787016/New-York,New-York,12787016,26-05-16,100,100,3977.00005,FHL,PO-200174,29-03-16,GBP
12787016/New-York,New-York,12787016,1/1/2001,100,0,3977.00005,FHL,PO-200264,16-08-16,GBP
13856231/New-York,New-York,13856231,5/10/2015,24,24,1061.760041,SuperSupply,PO-200011,12/8/2015,GBP
13856231/New-York,New-York,13856231,12/4/2016,20,20,884.800034,SuperSupply,PO-200126,28-01-16,GBP
13856231/New-York,New-York,13856231,25-04-16,12,12,530.8800204,SuperSupply,PO-200138,15-02-16,GBP
13856231/New-York,New-York,13856231,26-05-16,16,16,707.8400272,SuperSupply,PO-200174,29-03-16,GBP
13856231/New-York,New-York,13856231,26-07-16,32,32,1415.680054,SuperSupply,PO-200204,12/5/2016,GBP
13856231/New-York,New-York,13856231,26-07-16,40,40,1769.600068,SuperSupply,PO-200212,25-05-16,GBP
13856231/New-York,New-York,13856231,19-10-16,48,0,2123.520082,SuperSupply,PO-200273,25-08-16,GBP
12569093/New-York,New-York,12569093,26-10-15,14,14,313.3199888,Office First,PO-200017,31-08-15,GBP
12569093/New-York,New-York,12569093,20-01-16,48,48,1074.239962,Office First,PO-200051,12/11/2015,GBP
12569093/New-York,New-York,12569093,31-05-16,40,40,895.199968,Office First,PO-200175,30-03-16,GBP
12569093/New-York,New-York,12569093,1/1/2001,20,0,447.599984,Office First,PO-200296,17-10-16,GBP
12561507/New-York,New-York,12561507,5/8/2015,20,20,586.800004,FHL,102197,27-05-15,GBP
12561507/New-York,New-York,12561507,5/10/2015,80,80,2347.200016,FHL,PO-200009,3/8/2015,GBP
12561507/New-York,New-York,12561507,5/10/2015,20,20,586.800004,FHL,PO-200010,5/8/2015,GBP
12561507/New-York,New-York,12561507,5/10/2015,16,16,469.4400032,FHL,PO-200013,18-08-15,GBP
12561507/New-York,New-York,12561507,9/10/2015,100,100,2934.00002,FHL,PO-200015,25-08-15,GBP
12561507/New-York,New-York,12561507,9/10/2015,100,100,2934.00002,FHL,PO-200015,25-08-15,GBP
12561507/New-York,New-York,12561507,11/11/2015,90,90,2640.600018,FHL,PO-200024,22-09-15,GBP
12561507/New-York,New-York,12561507,18-11-15,60,60,1760.400012,FHL,PO-200025,24-09-15,GBP
12561507/New-York,New-York,12561507,31-12-15,60,60,1760.400012,FHL,PO-200034,22-10-15,GBP
12561507/New-York,New-York,12561507,15-01-16,90,90,2640.600018,FHL,PO-200048,5/11/2015,GBP
12561507/New-York,New-York,12561507,18-01-16,60,60,1760.400012,FHL,PO-200059,18-11-15,GBP
12561507/New-York,New-York,12561507,10/2/2016,60,60,1760.400012,FHL,PO-200080,10/12/2015,GBP
12561507/New-York,New-York,12561507,15-02-16,100,100,2934.00002,FHL,PO-200090,21-12-15,GBP
12561507/New-York,New-York,12561507,12/4/2016,100,100,2934.00002,FHL,PO-200113,20-01-16,GBP
12561507/New-York,New-York,12561507,25-04-16,100,100,2934.00002,FHL,PO-200130,8/2/2016,GBP
12561507/New-York,New-York,12561507,3/8/2016,50,50,1467.00001,FHL,PO-200154,9/3/2016,GBP
12561507/New-York,New-York,12561507,3/8/2016,30,30,880.200006,FHL,PO-200155,9/3/2016,GBP
12561507/New-York,New-York,12561507,22-03-16,40,40,1173.600008,FHL,PO-200157,9/3/2016,GBP
12561507/New-York,New-York,12561507,9/6/2016,160,160,4694.400032,FHL,PO-200190,13-04-16,GBP
12561507/New-York,New-York,12561507,11/8/2016,40,40,1173.600008,FHL,PO-200230,21-06-16,GBP
12561507/New-York,New-York,12561507,29-09-16,84,0,2464.560017,FHL,PO-200253,4/8/2016,GBP
12561507/New-York,New-York,12561507,1/1/2001,60,0,1760.400012,FHL,PO-200278,8/9/2016,GBP
12561507/New-York,New-York,12561507,1/1/2001,60,0,1760.400012,FHL,PO-200280,14-09-16,GBP
12561507/New-York,New-York,12561507,1/1/2001,60,0,1760.400012,FHL,PO-200302,26-10-16,GBP
12572098/New-York,New-York,12572098,26-10-15,12,12,475.4399868,Logipro,PO-200017,31-08-15,GBP
12572098/New-York,New-York,12572098,29-10-15,20,20,792.399978,Logipro,PO-200022,11/9/2015,GBP
12572098/New-York,New-York,12572098,31-12-15,20,20,792.399978,Logipro,PO-200034,22-10-15,GBP
12572098/New-York,New-York,12572098,15-01-16,16,16,633.9199824,Logipro,PO-200048,5/11/2015,GBP
12572098/New-York,New-York,12572098,20-01-16,40,40,1584.799956,Logipro,PO-200051,12/11/2015,GBP
12572098/New-York,New-York,12572098,12/2/2016,16,16,633.9199824,Logipro,PO-200087,17-12-15,GBP
12572098/New-York,New-York,12572098,31-05-16,30,30,1188.599967,Logipro,PO-200175,30-03-16,GBP
12572098/New-York,New-York,12572098,7/6/2016,40,40,1584.799956,Logipro,PO-200181,6/4/2016,GBP
13532626/New-York,New-York,13532626,28-10-15,60,60,3579.00009,SuperSupply,PO-200031,13-10-15,GBP
13532626/New-York,New-York,13532626,30-10-15,98,98,5845.700147,SuperSupply,PO-200028,13-10-15,GBP
13532626/New-York,New-York,13532626,13-05-16,49,49,2922.850074,SuperSupply,PO-200150,1/3/2016,GBP
13532626/New-York,New-York,13532626,25-07-16,200,200,11930.0003,SuperSupply,PO-200164,18-03-16,GBP
14343336/New-York,New-York,14343336,28-10-15,168,168,8299.200252,Drecom,PO-200031,13-10-15,EUR
14343336/New-York,New-York,14343336,30-10-15,24,24,1185.600036,Drecom,PO-200028,13-10-15,EUR
14343336/New-York,New-York,14343336,18-01-16,8,8,395.200012,Drecom,PO-200088,17-12-15,EUR
14343336/New-York,New-York,14343336,13-05-16,100,100,4940.00015,Drecom,PO-200150,1/3/2016,EUR
14343336/New-York,New-York,14343336,12/10/2016,100,0,4940.00015,Drecom,PO-200218,7/6/2016,EUR
10764226/New-York,New-York,10764226,5/10/2015,40,40,694.800032,SuperSupply,PO-200010,5/8/2015,USD
10764226/New-York,New-York,10764226,29-10-15,40,40,694.800032,SuperSupply,PO-200022,11/9/2015,USD
10764226/New-York,New-York,10764226,7/12/2015,40,40,694.800032,SuperSupply,PO-200030,12/10/2015,USD
10764226/New-York,New-York,10764226,6/1/2016,20,20,347.400016,SuperSupply,PO-200038,29-10-15,USD
10764226/New-York,New-York,10764226,15-02-16,28,28,486.3600224,SuperSupply,PO-200090,21-12-15,USD
10764226/New-York,New-York,10764226,7/6/2016,60,60,1042.200048,SuperSupply,PO-200181,6/4/2016,USD
15063964/New-York,New-York,15063964,5/10/2015,40,40,36.80000068,Logipro,PO-200011,12/8/2015,EUR
15063964/New-York,New-York,15063964,29-10-15,80,80,73.60000136,Logipro,PO-200022,11/9/2015,EUR
15063964/New-York,New-York,15063964,9/2/2016,60,60,55.20000102,Logipro,PO-200072,3/12/2015,EUR
15063964/New-York,New-York,15063964,7/6/2016,40,40,36.80000068,Logipro,PO-200181,6/4/2016,EUR
15063964/New-York,New-York,15063964,1/8/2016,60,60,55.20000102,Logipro,PO-200215,2/6/2016,EUR
15063964/New-York,New-York,15063964,1/1/2001,40,0,36.80000068,Logipro,PO-200297,19-10-16,EUR
13693084/New-York,New-York,13693084,5/10/2015,40,40,36.80000068,Logipro,PO-200010,5/8/2015,USD
13693084/New-York,New-York,13693084,29-10-15,80,80,73.60000136,Logipro,PO-200022,11/9/2015,USD
13693084/New-York,New-York,13693084,9/2/2016,60,60,55.20000102,Logipro,PO-200072,3/12/2015,USD
13693084/New-York,New-York,13693084,7/6/2016,40,40,36.80000068,Logipro,PO-200181,6/4/2016,USD
13693084/New-York,New-York,13693084,11/8/2016,60,60,55.20000102,Logipro,PO-200229,17-06-16,USD
13693084/New-York,New-York,13693084,1/1/2001,40,0,36.80000068,Logipro,PO-200297,19-10-16,USD
15149291/New-York,New-York,15149291,5/10/2015,40,40,32.00000048,Logipro,PO-200010,5/8/2015,EUR
15149291/New-York,New-York,15149291,29-10-15,80,80,64.00000096,Logipro,PO-200022,11/9/2015,EUR
15149291/New-York,New-York,15149291,9/2/2016,60,60,48.00000072,Logipro,PO-200072,3/12/2015,EUR
15149291/New-York,New-York,15149291,7/6/2016,40,40,32.00000048,Logipro,PO-200181,6/4/2016,EUR
15149291/New-York,New-York,15149291,1/8/2016,60,60,48.00000072,Logipro,PO-200215,2/6/2016,EUR
15149291/New-York,New-York,15149291,1/1/2001,40,0,32.00000048,Logipro,PO-200297,19-10-16,EUR
13751180/New-York,New-York,13751180,5/10/2015,40,40,32.00000048,Logipro,PO-200010,5/8/2015,USD
13751180/New-York,New-York,13751180,29-10-15,80,80,64.00000096,Logipro,PO-200022,11/9/2015,USD
13751180/New-York,New-York,13751180,9/2/2016,60,60,48.00000072,Logipro,PO-200072,3/12/2015,USD
13751180/New-York,New-York,13751180,7/6/2016,40,40,32.00000048,Logipro,PO-200181,6/4/2016,USD
13751180/New-York,New-York,13751180,1/8/2016,60,60,48.00000072,Logipro,PO-200215,2/6/2016,USD
13751180/New-York,New-York,13751180,1/1/2001,40,0,32.00000048,Logipro,PO-200297,19-10-16,USD
14367353/New-York,New-York,14367353,5/8/2015,35,35,1477.000028,Drecom,102197,27-05-15,GBP
14367353/New-York,New-York,14367353,30-10-15,100,100,4220.00008,Drecom,PO-200019,9/9/2015,GBP
14367353/New-York,New-York,14367353,26-05-16,80,80,3376.000064,Drecom,PO-200174,29-03-16,GBP
14367353/New-York,New-York,14367353,7/6/2016,20,20,844.000016,Drecom,PO-200181,6/4/2016,GBP
14367353/New-York,New-York,14367353,1/1/2001,100,0,4220.00008,Drecom,PO-200289,28-09-16,GBP
10014552/New-York,New-York,10014552,5/10/2015,20,20,147.3999978,FHL,PO-200012,14-08-15,GBP
10014552/New-York,New-York,10014552,29-10-15,20,20,147.3999978,FHL,PO-200023,15-09-15,GBP
10014552/New-York,New-York,10014552,10/2/2016,10,10,73.6999989,FHL,PO-200080,10/12/2015,GBP
10014552/New-York,New-York,10014552,12/2/2016,10,10,73.6999989,FHL,PO-200087,17-12-15,GBP
10014552/New-York,New-York,10014552,26-05-16,20,20,147.3999978,FHL,PO-200174,29-03-16,GBP
10014552/New-York,New-York,10014552,1/1/2001,10,0,73.6999989,FHL,PO-200302,26-10-16,GBP
11557472/New-York,New-York,11557472,27-01-16,205,205,5001.999918,SuperSupply,PO-200032,20-10-15,GBP
11557472/New-York,New-York,11557472,17-03-16,235,235,5733.999906,SuperSupply,PO-200076,4/12/2015,GBP
11557472/New-York,New-York,11557472,19-05-16,150,150,3659.99994,SuperSupply,PO-200140,16-02-16,GBP
11557472/New-York,New-York,11557472,20-06-16,186,186,4538.399926,SuperSupply,PO-200163,16-03-16,GBP
13594853/New-York,New-York,13594853,27-01-16,205,205,5001.999918,Drecom,PO-200032,20-10-15,USD
13594853/New-York,New-York,13594853,17-03-16,235,235,5733.999906,Drecom,PO-200076,4/12/2015,USD
13594853/New-York,New-York,13594853,19-05-16,150,150,3659.99994,Drecom,PO-200140,16-02-16,USD
13594853/New-York,New-York,13594853,20-06-16,186,186,4538.399926,Drecom,PO-200163,16-03-16,USD
13336372/New-York,New-York,13336372,5/10/2015,20,20,611.19999,Office First,PO-200006,3/8/2015,EUR
13336372/New-York,New-York,13336372,29-10-15,20,20,611.19999,Office First,PO-200022,11/9/2015,EUR
13336372/New-York,New-York,13336372,20-05-16,28,28,855.679986,Office First,PO-200096,4/1/2016,EUR
13336372/New-York,New-York,13336372,5/8/2016,1,1,30.5599995,Office First,PO-200246,28-07-16,EUR
15808622/New-York,New-York,15808622,5/10/2015,40,40,1711.600036,Drecom,PO-200011,12/8/2015,GBP
15808622/New-York,New-York,15808622,5/10/2015,28,28,1198.120025,Drecom,PO-200012,14-08-15,GBP
15808622/New-York,New-York,15808622,26-10-15,24,24,1026.960022,Drecom,PO-200017,31-08-15,GBP
15808622/New-York,New-York,15808622,18-01-16,28,28,1198.120025,Drecom,PO-200059,18-11-15,GBP
15808622/New-York,New-York,15808622,29-04-16,32,32,1369.280029,Drecom,PO-200143,18-02-16,GBP
15808622/New-York,New-York,15808622,31-05-16,24,24,1026.960022,Drecom,PO-200175,30-03-16,GBP
15808622/New-York,New-York,15808622,17-06-16,16,16,684.6400144,Drecom,PO-200191,19-04-16,GBP
15808622/New-York,New-York,15808622,23-06-16,12,12,513.4800108,Drecom,PO-200198,26-04-16,GBP
15808622/New-York,New-York,15808622,1/8/2016,40,40,1711.600036,Drecom,PO-200215,2/6/2016,GBP
